Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah kepala rumah tangga yang bekerja
JAMBI,BATANG HARI,1504,Pertambangan /penggalian,557
JAMBI,BATANG HARI,1504,Industri pengolahan,357
JAMBI,BATANG HARI,1504,Listrik dan gas,22
JAMBI,BATANG HARI,1504,Bangunan /konstruksi,"1,062"
JAMBI,BATANG HARI,1504,Perdagangan,754
JAMBI,BATANG HARI,1504,Hotel dan rumah makan,26
JAMBI,BATANG HARI,1504,Transportasi dan pergudangan,382
JAMBI,BATANG HARI,1504,Informasi & komunikasi,12
JAMBI,BATANG HARI,1504,Keuangan dan asuransi,14
JAMBI,BATANG HARI,1504,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",55
JAMBI,BATANG HARI,1504,Pemulung,889
JAMBI,BATANG HARI,1504,Lainnya,843
JAMBI,MUARO JAMBI,1505,Pertanian tanaman padi & palawija,"1,917"
JAMBI,MUARO JAMBI,1505,Hortikultura,237
JAMBI,MUARO JAMBI,1505,Perkebunan,"6,518"
JAMBI,MUARO JAMBI,1505,Perikanan Tangkap,598
JAMBI,MUARO JAMBI,1505,Perikanan Budidaya,82
JAMBI,MUARO JAMBI,1505,Peternakan,78
JAMBI,MUARO JAMBI,1505,Kehutanan/ pertanian lainnya,217
JAMBI,MUARO JAMBI,1505,Pertambangan /penggalian,115
JAMBI,MUARO JAMBI,1505,Industri pengolahan,995
JAMBI,MUARO JAMBI,1505,Listrik dan gas,24
JAMBI,MUARO JAMBI,1505,Bangunan /konstruksi,"1,722"
JAMBI,MUARO JAMBI,1505,Perdagangan,655
JAMBI,MUARO JAMBI,1505,Hotel dan rumah makan,13
JAMBI,MUARO JAMBI,1505,Transportasi dan pergudangan,434
JAMBI,MUARO JAMBI,1505,Informasi & komunikasi,1
JAMBI,MUARO JAMBI,1505,Keuangan dan asuransi,2
JAMBI,MUARO JAMBI,1505,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",26
JAMBI,MUARO JAMBI,1505,Pemulung,855
JAMBI,MUARO JAMBI,1505,Lainnya,757
JAMBI,TANJUNG JABUNG TIMUR,1506,Pertanian tanaman padi & palawija,999
JAMBI,TANJUNG JABUNG TIMUR,1506,Hortikultura,133
JAMBI,TANJUNG JABUNG TIMUR,1506,Perkebunan,"9,738"
JAMBI,TANJUNG JABUNG TIMUR,1506,Perikanan Tangkap,"1,321"
JAMBI,TANJUNG JABUNG TIMUR,1506,Perikanan Budidaya,6
JAMBI,TANJUNG JABUNG TIMUR,1506,Peternakan,68
JAMBI,TANJUNG JABUNG TIMUR,1506,Kehutanan/ pertanian lainnya,103
JAMBI,TANJUNG JABUNG TIMUR,1506,Pertambangan /penggalian,43
JAMBI,TANJUNG JABUNG TIMUR,1506,Industri pengolahan,82
JAMBI,TANJUNG JABUNG TIMUR,1506,Listrik dan gas,13
JAMBI,TANJUNG JABUNG TIMUR,1506,Bangunan /konstruksi,562
JAMBI,TANJUNG JABUNG TIMUR,1506,Perdagangan,387
JAMBI,TANJUNG JABUNG TIMUR,1506,Hotel dan rumah makan,17
JAMBI,TANJUNG JABUNG TIMUR,1506,Transportasi dan pergudangan,194
JAMBI,TANJUNG JABUNG TIMUR,1506,Informasi & komunikasi,4
JAMBI,TANJUNG JABUNG TIMUR,1506,Keuangan dan asuransi,1
JAMBI,TANJUNG JABUNG TIMUR,1506,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",20
JAMBI,TANJUNG JABUNG TIMUR,1506,Pemulung,492
JAMBI,TANJUNG JABUNG TIMUR,1506,Lainnya,378
JAMBI,TANJUNG JABUNG BARAT,1507,Pertanian tanaman padi & palawija,"1,328"
JAMBI,TANJUNG JABUNG BARAT,1507,Hortikultura,45
JAMBI,TANJUNG JABUNG BARAT,1507,Perkebunan,"13,230"
JAMBI,TANJUNG JABUNG BARAT,1507,Perikanan Tangkap,"1,290"
JAMBI,TANJUNG JABUNG BARAT,1507,Perikanan Budidaya,40
JAMBI,TANJUNG JABUNG BARAT,1507,Peternakan,29
JAMBI,TANJUNG JABUNG BARAT,1507,Kehutanan/ pertanian lainnya,542
JAMBI,TANJUNG JABUNG BARAT,1507,Pertambangan /penggalian,35
JAMBI,TANJUNG JABUNG BARAT,1507,Industri pengolahan,314
JAMBI,TANJUNG JABUNG BARAT,1507,Listrik dan gas,23
JAMBI,TANJUNG JABUNG BARAT,1507,Bangunan /konstruksi,"1,265"
JAMBI,TANJUNG JABUNG BARAT,1507,Perdagangan,799
JAMBI,TANJUNG JABUNG BARAT,1507,Hotel dan rumah makan,49
JAMBI,TANJUNG JABUNG BARAT,1507,Transportasi dan pergudangan,"1,019"
JAMBI,TANJUNG JABUNG BARAT,1507,Informasi & komunikasi,12
JAMBI,TANJUNG JABUNG BARAT,1507,Keuangan dan asuransi,6
JAMBI,TANJUNG JABUNG BARAT,1507,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",59
JAMBI,TANJUNG JABUNG BARAT,1507,Pemulung,"1,167"
JAMBI,TANJUNG JABUNG BARAT,1507,Lainnya,702
JAMBI,TEBO,1508,Pertanian tanaman padi & palawija,291
JAMBI,TEBO,1508,Hortikultura,92
JAMBI,TEBO,1508,Perkebunan,"14,057"
JAMBI,TEBO,1508,Perikanan Tangkap,103
JAMBI,TEBO,1508,Perikanan Budidaya,9
JAMBI,TEBO,1508,Peternakan,29
JAMBI,TEBO,1508,Kehutanan/ pertanian lainnya,108
JAMBI,TEBO,1508,Pertambangan /penggalian,469
JAMBI,TEBO,1508,Industri pengolahan,127
JAMBI,TEBO,1508,Listrik dan gas,7
JAMBI,TEBO,1508,Bangunan /konstruksi,329
JAMBI,TEBO,1508,Perdagangan,486
JAMBI,TEBO,1508,Hotel dan rumah makan,24
JAMBI,TEBO,1508,Transportasi dan pergudangan,159
JAMBI,TEBO,1508,Informasi & komunikasi,4
JAMBI,TEBO,1508,Keuangan dan asuransi,4
JAMBI,TEBO,1508,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",47
JAMBI,TEBO,1508,Pemulung,426
JAMBI,TEBO,1508,Lainnya,231
JAMBI,BUNGO,1509,Pertanian tanaman padi & palawija,780
JAMBI,BUNGO,1509,Hortikultura,137
JAMBI,BUNGO,1509,Perkebunan,"10,455"
JAMBI,BUNGO,1509,Perikanan Tangkap,53
JAMBI,BUNGO,1509,Perikanan Budidaya,15
JAMBI,BUNGO,1509,Peternakan,50
JAMBI,BUNGO,1509,Kehutanan/ pertanian lainnya,80
JAMBI,BUNGO,1509,Pertambangan /penggalian,493
JAMBI,BUNGO,1509,Industri pengolahan,125
JAMBI,BUNGO,1509,Listrik dan gas,19
JAMBI,BUNGO,1509,Bangunan /konstruksi,600
JAMBI,BUNGO,1509,Perdagangan,386
JAMBI,BUNGO,1509,Hotel dan rumah makan,67
JAMBI,BUNGO,1509,Transportasi dan pergudangan,285
JAMBI,BUNGO,1509,Informasi & komunikasi,3
JAMBI,BUNGO,1509,Keuangan dan asuransi,2
JAMBI,BUNGO,1509,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",24
JAMBI,BUNGO,1509,Pemulung,576
JAMBI,BUNGO,1509,Lainnya,170
JAMBI,KOTA JAMBI,1571,Pertanian tanaman padi & palawija,619
JAMBI,KOTA JAMBI,1571,Hortikultura,186
JAMBI,KOTA JAMBI,1571,Perkebunan,468
JAMBI,KOTA JAMBI,1571,Perikanan Tangkap,264
JAMBI,KOTA JAMBI,1571,Perikanan Budidaya,58
JAMBI,KOTA JAMBI,1571,Peternakan,93
JAMBI,KOTA JAMBI,1571,Kehutanan/ pertanian lainnya,57
JAMBI,KOTA JAMBI,1571,Pertambangan /penggalian,128
JAMBI,KOTA JAMBI,1571,Industri pengolahan,"1,347"
JAMBI,KOTA JAMBI,1571,Listrik dan gas,109
JAMBI,KOTA JAMBI,1571,Bangunan /konstruksi,"7,933"
JAMBI,KOTA JAMBI,1571,Perdagangan,"3,850"
JAMBI,KOTA JAMBI,1571,Hotel dan rumah makan,844
JAMBI,KOTA JAMBI,1571,Transportasi dan pergudangan,"3,710"
JAMBI,KOTA JAMBI,1571,Informasi & komunikasi,78
JAMBI,KOTA JAMBI,1571,Keuangan dan asuransi,79
JAMBI,KOTA JAMBI,1571,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",220
JAMBI,KOTA JAMBI,1571,Pemulung,"5,065"
JAMBI,KOTA JAMBI,1571,Lainnya,600
JAMBI,KOTA SUNGAI PENUH,1572,Pertanian tanaman padi & palawija,"1,920"
JAMBI,KOTA SUNGAI PENUH,1572,Hortikultura,114
JAMBI,KOTA SUNGAI PENUH,1572,Perkebunan,263
JAMBI,KOTA SUNGAI PENUH,1572,Perikanan Tangkap,41
JAMBI,KOTA SUNGAI PENUH,1572,Perikanan Budidaya,0
JAMBI,KOTA SUNGAI PENUH,1572,Peternakan,54
JAMBI,KOTA SUNGAI PENUH,1572,Kehutanan/ pertanian lainnya,5
JAMBI,KOTA SUNGAI PENUH,1572,Pertambangan /penggalian,20
JAMBI,KOTA SUNGAI PENUH,1572,Industri pengolahan,120
JAMBI,KOTA SUNGAI PENUH,1572,Listrik dan gas,7
JAMBI,KOTA SUNGAI PENUH,1572,Bangunan /konstruksi,379
JAMBI,KOTA SUNGAI PENUH,1572,Perdagangan,710
JAMBI,KOTA SUNGAI PENUH,1572,Hotel dan rumah makan,48
JAMBI,KOTA SUNGAI PENUH,1572,Transportasi dan pergudangan,303
JAMBI,KOTA SUNGAI PENUH,1572,Informasi & komunikasi,3
JAMBI,KOTA SUNGAI PENUH,1572,Keuangan dan asuransi,2
JAMBI,KOTA SUNGAI PENUH,1572,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",15
JAMBI,KOTA SUNGAI PENUH,1572,Pemulung,322
JAMBI,KOTA SUNGAI PENUH,1572,Lainnya,82
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Pertanian tanaman padi & palawija,"1,102"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Hortikultura,115
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Perkebunan,"14,194"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Perikanan Tangkap,64
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Perikanan Budidaya,8
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Peternakan,39
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Kehutanan/ pertanian lainnya,260
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Pertambangan /penggalian,186
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Industri pengolahan,277
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Listrik dan gas,11
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Bangunan /konstruksi,"1,684"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Perdagangan,811
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Hotel dan rumah makan,61
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Transportasi dan pergudangan,916
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Informasi & komunikasi,10
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Keuangan dan asuransi,4
SUMATERA SELATAN,OGAN KOMERING ULU,1601,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",18
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Pemulung,"1,387"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Lainnya,411
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Pertanian tanaman padi & palawija,"22,536"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Hortikultura,246
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Perkebunan,"24,479"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Perikanan Tangkap,"2,832"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Perikanan Budidaya,567
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Peternakan,189
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Kehutanan/ pertanian lainnya,534
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Pertambangan /penggalian,239
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Industri pengolahan,656
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Listrik dan gas,33
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Bangunan /konstruksi,"2,197"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Perdagangan,"2,375"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Hotel dan rumah makan,107
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Transportasi dan pergudangan,"1,299"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Informasi & komunikasi,22
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Keuangan dan asuransi,7
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",59
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Pemulung,"1,653"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Lainnya,"3,021"
SUMATERA SELATAN,MUARA ENIM,1603,Pertanian tanaman padi & palawija,"5,414"
SUMATERA SELATAN,MUARA ENIM,1603,Hortikultura,554
SUMATERA SELATAN,MUARA ENIM,1603,Perkebunan,"33,512"
SUMATERA SELATAN,MUARA ENIM,1603,Perikanan Tangkap,454
SUMATERA SELATAN,MUARA ENIM,1603,Perikanan Budidaya,19
SUMATERA SELATAN,MUARA ENIM,1603,Peternakan,116
SUMATERA SELATAN,MUARA ENIM,1603,Kehutanan/ pertanian lainnya,545
SUMATERA SELATAN,MUARA ENIM,1603,Pertambangan /penggalian,763
SUMATERA SELATAN,MUARA ENIM,1603,Industri pengolahan,421
SUMATERA SELATAN,MUARA ENIM,1603,Listrik dan gas,50
SUMATERA SELATAN,MUARA ENIM,1603,Bangunan /konstruksi,"2,329"
SUMATERA SELATAN,MUARA ENIM,1603,Perdagangan,"1,581"
SUMATERA SELATAN,MUARA ENIM,1603,Hotel dan rumah makan,81
SUMATERA SELATAN,MUARA ENIM,1603,Transportasi dan pergudangan,"1,577"
SUMATERA SELATAN,MUARA ENIM,1603,Informasi & komunikasi,8
SUMATERA SELATAN,MUARA ENIM,1603,Keuangan dan asuransi,5
SUMATERA SELATAN,MUARA ENIM,1603,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",57
SUMATERA SELATAN,MUARA ENIM,1603,Pemulung,"1,583"
SUMATERA SELATAN,MUARA ENIM,1603,Lainnya,994
SUMATERA SELATAN,LAHAT,1604,Pertanian tanaman padi & palawija,"2,775"
SUMATERA SELATAN,LAHAT,1604,Hortikultura,114
SUMATERA SELATAN,LAHAT,1604,Perkebunan,"24,633"
SUMATERA SELATAN,LAHAT,1604,Perikanan Tangkap,38
SUMATERA SELATAN,LAHAT,1604,Perikanan Budidaya,8
SUMATERA SELATAN,LAHAT,1604,Peternakan,44
SUMATERA SELATAN,LAHAT,1604,Kehutanan/ pertanian lainnya,127
SUMATERA SELATAN,LAHAT,1604,Pertambangan /penggalian,846
SUMATERA SELATAN,LAHAT,1604,Industri pengolahan,224
SUMATERA SELATAN,LAHAT,1604,Listrik dan gas,24
SUMATERA SELATAN,LAHAT,1604,Bangunan /konstruksi,"1,359"
SUMATERA SELATAN,LAHAT,1604,Perdagangan,791
SUMATERA SELATAN,LAHAT,1604,Hotel dan rumah makan,56
SUMATERA SELATAN,LAHAT,1604,Transportasi dan pergudangan,"1,102"
SUMATERA SELATAN,LAHAT,1604,Informasi & komunikasi,6
SUMATERA SELATAN,LAHAT,1604,Keuangan dan asuransi,6
SUMATERA SELATAN,LAHAT,1604,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",55
SUMATERA SELATAN,LAHAT,1604,Pemulung,"1,500"
SUMATERA SELATAN,LAHAT,1604,Lainnya,294
SUMATERA SELATAN,MUSI RAWAS,1605,Pertanian tanaman padi & palawija,"5,055"
SUMATERA SELATAN,MUSI RAWAS,1605,Hortikultura,110
SUMATERA SELATAN,MUSI RAWAS,1605,Perkebunan,"27,161"
SUMATERA SELATAN,MUSI RAWAS,1605,Perikanan Tangkap,116
SUMATERA SELATAN,MUSI RAWAS,1605,Perikanan Budidaya,268
SUMATERA SELATAN,MUSI RAWAS,1605,Peternakan,138
SUMATERA SELATAN,MUSI RAWAS,1605,Kehutanan/ pertanian lainnya,214
SUMATERA SELATAN,MUSI RAWAS,1605,Pertambangan /penggalian,191
SUMATERA SELATAN,MUSI RAWAS,1605,Industri pengolahan,673
SUMATERA SELATAN,MUSI RAWAS,1605,Listrik dan gas,56
SUMATERA SELATAN,MUSI RAWAS,1605,Bangunan /konstruksi,"1,353"
SUMATERA SELATAN,MUSI RAWAS,1605,Perdagangan,"1,162"
SUMATERA SELATAN,MUSI RAWAS,1605,Hotel dan rumah makan,103
SUMATERA SELATAN,MUSI RAWAS,1605,Transportasi dan pergudangan,558
SUMATERA SELATAN,MUSI RAWAS,1605,Informasi & komunikasi,6
SUMATERA SELATAN,MUSI RAWAS,1605,Keuangan dan asuransi,9
SUMATERA SELATAN,MUSI RAWAS,1605,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",61
SUMATERA SELATAN,MUSI RAWAS,1605,Pemulung,899
SUMATERA SELATAN,MUSI RAWAS,1605,Lainnya,546
SUMATERA SELATAN,MUSI BANYUASIN,1606,Pertanian tanaman padi & palawija,"7,179"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Hortikultura,421
SUMATERA SELATAN,MUSI BANYUASIN,1606,Perkebunan,"31,513"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Perikanan Tangkap,695
SUMATERA SELATAN,MUSI BANYUASIN,1606,Perikanan Budidaya,29
SUMATERA SELATAN,MUSI BANYUASIN,1606,Peternakan,94
SUMATERA SELATAN,MUSI BANYUASIN,1606,Kehutanan/ pertanian lainnya,"1,037"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Pertambangan /penggalian,489
SUMATERA SELATAN,MUSI BANYUASIN,1606,Industri pengolahan,269
SUMATERA SELATAN,MUSI BANYUASIN,1606,Listrik dan gas,57
SUMATERA SELATAN,MUSI BANYUASIN,1606,Bangunan /konstruksi,"1,271"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Perdagangan,"1,226"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Hotel dan rumah makan,65
SUMATERA SELATAN,MUSI BANYUASIN,1606,Transportasi dan pergudangan,839
SUMATERA SELATAN,MUSI BANYUASIN,1606,Informasi & komunikasi,8
SUMATERA SELATAN,MUSI BANYUASIN,1606,Keuangan dan asuransi,6
SUMATERA SELATAN,MUSI BANYUASIN,1606,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",130
SUMATERA SELATAN,MUSI BANYUASIN,1606,Pemulung,"1,072"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Lainnya,"2,363"
SUMATERA SELATAN,BANYU ASIN,1607,Pertanian tanaman padi & palawija,"28,469"
SUMATERA SELATAN,BANYU ASIN,1607,Hortikultura,328
SUMATERA SELATAN,BANYU ASIN,1607,Perkebunan,"20,900"
SUMATERA SELATAN,BANYU ASIN,1607,Perikanan Tangkap,"3,007"
SUMATERA SELATAN,BANYU ASIN,1607,Perikanan Budidaya,55
SUMATERA SELATAN,BANYU ASIN,1607,Peternakan,211
SUMATERA SELATAN,BANYU ASIN,1607,Kehutanan/ pertanian lainnya,571
SUMATERA SELATAN,BANYU ASIN,1607,Pertambangan /penggalian,247
SUMATERA SELATAN,BANYU ASIN,1607,Industri pengolahan,"1,351"
SUMATERA SELATAN,BANYU ASIN,1607,Listrik dan gas,101
SUMATERA SELATAN,BANYU ASIN,1607,Bangunan /konstruksi,"5,200"
SUMATERA SELATAN,BANYU ASIN,1607,Perdagangan,"2,101"
SUMATERA SELATAN,BANYU ASIN,1607,Hotel dan rumah makan,98
SUMATERA SELATAN,BANYU ASIN,1607,Transportasi dan pergudangan,"1,255"
SUMATERA SELATAN,BANYU ASIN,1607,Informasi & komunikasi,19
SUMATERA SELATAN,BANYU ASIN,1607,Keuangan dan asuransi,11
SUMATERA SELATAN,BANYU ASIN,1607,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",143
SUMATERA SELATAN,BANYU ASIN,1607,Pemulung,"1,899"
SUMATERA SELATAN,BANYU ASIN,1607,Lainnya,"2,836"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Pertanian tanaman padi & palawija,"3,388"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Hortikultura,301
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Perkebunan,"33,515"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Perikanan Tangkap,101
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Perikanan Budidaya,15
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Peternakan,22
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Kehutanan/ pertanian lainnya,61
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Pertambangan /penggalian,80
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Industri pengolahan,123
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Listrik dan gas,9
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Bangunan /konstruksi,571
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Perdagangan,581
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Hotel dan rumah makan,17
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Transportasi dan pergudangan,402
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Informasi & komunikasi,2
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Keuangan dan asuransi,3
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",62
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Pemulung,410
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Lainnya,286
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Pertanian tanaman padi & palawija,"13,041"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Hortikultura,122
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Perkebunan,"10,373"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Perikanan Tangkap,97
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Perikanan Budidaya,40
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Peternakan,246
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Kehutanan/ pertanian lainnya,85
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Pertambangan /penggalian,649
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Industri pengolahan,851
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Listrik dan gas,22
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Bangunan /konstruksi,"1,183"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Perdagangan,739
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Hotel dan rumah makan,38
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Transportasi dan pergudangan,518
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Informasi & komunikasi,2
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Keuangan dan asuransi,7
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",24
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Pemulung,910
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Lainnya,561
SUMATERA SELATAN,OGAN ILIR,1610,Pertanian tanaman padi & palawija,"19,728"
SUMATERA SELATAN,OGAN ILIR,1610,Hortikultura,939
SUMATERA SELATAN,OGAN ILIR,1610,Perkebunan,"7,606"
SUMATERA SELATAN,OGAN ILIR,1610,Perikanan Tangkap,710
SUMATERA SELATAN,OGAN ILIR,1610,Perikanan Budidaya,34
SUMATERA SELATAN,OGAN ILIR,1610,Peternakan,129
SUMATERA SELATAN,OGAN ILIR,1610,Kehutanan/ pertanian lainnya,103
SUMATERA SELATAN,OGAN ILIR,1610,Pertambangan /penggalian,327
SUMATERA SELATAN,OGAN ILIR,1610,Industri pengolahan,"1,628"
SUMATERA SELATAN,OGAN ILIR,1610,Listrik dan gas,25
SUMATERA SELATAN,OGAN ILIR,1610,Bangunan /konstruksi,"2,944"
SUMATERA SELATAN,OGAN ILIR,1610,Perdagangan,"1,908"
SUMATERA SELATAN,OGAN ILIR,1610,Hotel dan rumah makan,101
SUMATERA SELATAN,OGAN ILIR,1610,Transportasi dan pergudangan,"1,474"
SUMATERA SELATAN,OGAN ILIR,1610,Informasi & komunikasi,5
SUMATERA SELATAN,OGAN ILIR,1610,Keuangan dan asuransi,1
SUMATERA SELATAN,OGAN ILIR,1610,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",64
SUMATERA SELATAN,OGAN ILIR,1610,Pemulung,"1,599"
SUMATERA SELATAN,OGAN ILIR,1610,Lainnya,455
SUMATERA SELATAN,EMPAT LAWANG,1611,Pertanian tanaman padi & palawija,"2,214"
SUMATERA SELATAN,EMPAT LAWANG,1611,Hortikultura,49
SUMATERA SELATAN,EMPAT LAWANG,1611,Perkebunan,"15,209"
SUMATERA SELATAN,EMPAT LAWANG,1611,Perikanan Tangkap,14
SUMATERA SELATAN,EMPAT LAWANG,1611,Perikanan Budidaya,7
SUMATERA SELATAN,EMPAT LAWANG,1611,Peternakan,45
SUMATERA SELATAN,EMPAT LAWANG,1611,Kehutanan/ pertanian lainnya,18
SUMATERA SELATAN,EMPAT LAWANG,1611,Pertambangan /penggalian,62
SUMATERA SELATAN,EMPAT LAWANG,1611,Industri pengolahan,60
SUMATERA SELATAN,EMPAT LAWANG,1611,Listrik dan gas,7
SUMATERA SELATAN,EMPAT LAWANG,1611,Bangunan /konstruksi,324
SUMATERA SELATAN,EMPAT LAWANG,1611,Perdagangan,388
SUMATERA SELATAN,EMPAT LAWANG,1611,Hotel dan rumah makan,9
SUMATERA SELATAN,EMPAT LAWANG,1611,Transportasi dan pergudangan,236
SUMATERA SELATAN,EMPAT LAWANG,1611,Informasi & komunikasi,1
SUMATERA SELATAN,EMPAT LAWANG,1611,Keuangan dan asuransi,3
SUMATERA SELATAN,EMPAT LAWANG,1611,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",34
SUMATERA SELATAN,EMPAT LAWANG,1611,Pemulung,349
SUMATERA SELATAN,EMPAT LAWANG,1611,Lainnya,522
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Pertanian tanaman padi & palawija,939
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Hortikultura,17
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Perkebunan,"12,744"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Perikanan Tangkap,56
